relative_path,absolute_path,entry_type,depth,parent,extension,file_count_recursive,total_bytes_recursive,modified_time,sha256,hash_status,is_gitignored,is_symlink,is_empty,top_level_group,contains_rgb,contains_labels,contains_masks,contains_overlay,contains_blend,contains_3d_models,contains_textures,contains_manifest,contains_license,contains_weights,referenced_by_code_count,referenced_by_code_paths,ext_histogram,evidence
data/pallet/archive/test_blender_v14/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v14\overlay,dir,3,data/pallet/archive/test_blender_v14,,10,4712197,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v15,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v15,dir,2,data/pallet/archive,,30,9567223,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v15/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v15\overlay,dir,3,data/pallet/archive/test_blender_v15,,10,4646446,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v16,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v16,dir,2,data/pallet/archive,,30,9376375,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v16/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v16\overlay,dir,3,data/pallet/archive/test_blender_v16,,10,4537702,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v17,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v17,dir,2,data/pallet/archive,,30,9581741,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v17/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v17\overlay,dir,3,data/pallet/archive/test_blender_v17,,10,4698293,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v18,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v18,dir,2,data/pallet/archive,,30,9416465,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v18/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v18\overlay,dir,3,data/pallet/archive/test_blender_v18,,10,4589962,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v19,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v19,dir,2,data/pallet/archive,,30,9775801,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v19/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v19\overlay,dir,3,data/pallet/archive/test_blender_v19,,10,4800936,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v2,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v2,dir,2,data/pallet/archive,,20,4526604,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.json=10;.png=10,img=10;json=10/jsonl=0
data/pallet/archive/test_blender_v2/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v2\overlay,dir,3,data/pallet/archive/test_blender_v2,,0,0,2026-03-26 00:18,,N/A_DIR,true,false,true,archive,false,false,false,false,false,false,false,false,false,false,0,,,
data/pallet/archive/test_blender_v20,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v20,dir,2,data/pallet/archive,,30,9449852,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v20/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v20\overlay,dir,3,data/pallet/archive/test_blender_v20,,10,4623014,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v21,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v21,dir,2,data/pallet/archive,,30,9708826,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v21/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v21\overlay,dir,3,data/pallet/archive/test_blender_v21,,10,4750509,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v22,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v22,dir,2,data/pallet/archive,,30,9501126,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v22/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v22\overlay,dir,3,data/pallet/archive/test_blender_v22,,10,4644762,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v23,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v23,dir,2,data/pallet/archive,,30,9559885,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v23/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v23\overlay,dir,3,data/pallet/archive/test_blender_v23,,10,4660528,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v24,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v24,dir,2,data/pallet/archive,,30,9340760,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v24/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v24\overlay,dir,3,data/pallet/archive/test_blender_v24,,10,4568632,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v25,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v25,dir,2,data/pallet/archive,,30,9484742,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v25/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v25\overlay,dir,3,data/pallet/archive/test_blender_v25,,10,4636425,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v26,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v26,dir,2,data/pallet/archive,,30,9421985,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v26/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v26\overlay,dir,3,data/pallet/archive/test_blender_v26,,10,4632416,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v27,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v27,dir,2,data/pallet/archive,,30,9357288,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v27/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v27\overlay,dir,3,data/pallet/archive/test_blender_v27,,10,4559058,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v28,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v28,dir,2,data/pallet/archive,,30,9383844,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v28/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v28\overlay,dir,3,data/pallet/archive/test_blender_v28,,10,4597544,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v29,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v29,dir,2,data/pallet/archive,,30,9553232,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v29/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v29\overlay,dir,3,data/pallet/archive/test_blender_v29,,10,4679934,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v3,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v3,dir,2,data/pallet/archive,,20,4546354,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.json=10;.png=10,img=10;json=10/jsonl=0
data/pallet/archive/test_blender_v3/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v3\overlay,dir,3,data/pallet/archive/test_blender_v3,,0,0,2026-03-26 00:29,,N/A_DIR,true,false,true,archive,false,false,false,false,false,false,false,false,false,false,0,,,
data/pallet/archive/test_blender_v30,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v30,dir,2,data/pallet/archive,,30,9682929,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v30/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v30\overlay,dir,3,data/pallet/archive/test_blender_v30,,10,4735587,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v31,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v31,dir,2,data/pallet/archive,,30,9592334,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v31/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v31\overlay,dir,3,data/pallet/archive/test_blender_v31,,10,4691076,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v32,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v32,dir,2,data/pallet/archive,,57,23413074,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=47;.json=10,img=47;json=10/jsonl=0
data/pallet/archive/test_blender_v32/comparison,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v32\comparison,dir,3,data/pallet/archive/test_blender_v32,,9,4545196,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=9,img=9
data/pallet/archive/test_blender_v32/comparison2,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v32\comparison2,dir,3,data/pallet/archive/test_blender_v32,,9,4566707,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=9,img=9
data/pallet/archive/test_blender_v32/comparison3,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v32\comparison3,dir,3,data/pallet/archive/test_blender_v32,,9,4564348,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=9,img=9
data/pallet/archive/test_blender_v32/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v32\overlay,dir,3,data/pallet/archive/test_blender_v32,,10,4766401,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v33,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v33,dir,2,data/pallet/archive,,57,23012511,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=47;.json=10,img=47;json=10/jsonl=0
data/pallet/archive/test_blender_v33/cmp5,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v33\cmp5,dir,3,data/pallet/archive/test_blender_v33,,9,4473156,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,false,false,false,false,false,false,false,0,,.png=9,img=9
data/pallet/archive/test_blender_v33/cmp6,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v33\cmp6,dir,3,data/pallet/archive/test_blender_v33,,9,4440794,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,false,false,false,false,false,false,false,0,,.png=9,img=9
data/pallet/archive/test_blender_v33/comparison4,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v33\comparison4,dir,3,data/pallet/archive/test_blender_v33,,9,4449514,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=9,img=9
data/pallet/archive/test_blender_v33/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v33\overlay,dir,3,data/pallet/archive/test_blender_v33,,10,4709143,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v34,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v34,dir,2,data/pallet/archive,,12,3904075,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=8;.json=4,img=8;json=4/jsonl=0
data/pallet/archive/test_blender_v34/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v34\overlay,dir,3,data/pallet/archive/test_blender_v34,,4,1907997,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,false,false,false,true,false,false,false,false,false,false,0,,.png=4,
data/pallet/archive/test_blender_v35,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v35,dir,2,data/pallet/archive,,0,0,2026-04-22 22:21,,N/A_DIR,true,false,true,archive,false,false,false,true,false,false,false,false,false,false,0,,,
data/pallet/archive/test_blender_v35/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v35\overlay,dir,3,data/pallet/archive/test_blender_v35,,0,0,2026-03-27 17:12,,N/A_DIR,true,false,true,archive,false,false,false,false,false,false,false,false,false,false,0,,,
data/pallet/archive/test_blender_v36,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v36,dir,2,data/pallet/archive,,30,9466013,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v36/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v36\overlay,dir,3,data/pallet/archive/test_blender_v36,,10,4608657,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v37,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v37,dir,2,data/pallet/archive,,12,3739542,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=8;.json=4,img=8;json=4/jsonl=0
data/pallet/archive/test_blender_v37/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v37\overlay,dir,3,data/pallet/archive/test_blender_v37,,4,1825006,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,false,false,false,true,false,false,false,false,false,false,0,,.png=4,
data/pallet/archive/test_blender_v38,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v38,dir,2,data/pallet/archive,,30,9410447,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v38/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v38\overlay,dir,3,data/pallet/archive/test_blender_v38,,10,4597327,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v39,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v39,dir,2,data/pallet/archive,,30,9424508,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v39/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v39\overlay,dir,3,data/pallet/archive/test_blender_v39,,10,4617010,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v4,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v4,dir,2,data/pallet/archive,,30,9496976,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v4/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v4\overlay,dir,3,data/pallet/archive/test_blender_v4,,10,4611651,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v40,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v40,dir,2,data/pallet/archive,,30,9450482,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v40/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v40\overlay,dir,3,data/pallet/archive/test_blender_v40,,10,4632627,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v41,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v41,dir,2,data/pallet/archive,,30,9505780,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v41/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v41\overlay,dir,3,data/pallet/archive/test_blender_v41,,10,4662996,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v42,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v42,dir,2,data/pallet/archive,,30,9134188,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v42/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v42\overlay,dir,3,data/pallet/archive/test_blender_v42,,10,4425913,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v43,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v43,dir,2,data/pallet/archive,,30,8192271,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
data/pallet/archive/test_blender_v43/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v43\overlay,dir,3,data/pallet/archive/test_blender_v43,,10,3924842,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,false,false,true,false,false,false,false,false,false,0,,.png=10,img=10
data/pallet/archive/test_blender_v44,E:\CODING\GitHub\FoundationPose\data\pallet\archive\test_blender_v44,dir,2,data/pallet/archive,,30,8264108,2026-04-22 22:21,,N/A_DIR,true,false,false,archive,true,true,false,true,false,false,false,false,false,false,0,,.png=20;.json=10,img=20;json=10/jsonl=0
